n_particles,cpu_time,gpu_time,speedup,gpu_available
50,0.4235670566558838,0.12968945503234863,3.2660099971137426,True
100,0.7982656955718994,0.16002845764160156,4.988273381723698,True
200,1.655113697052002,0.1573624610900879,10.517843236478562,True
400,4.248477220535278,0.3208494186401367,13.241343052892832,True
800,7.046695709228516,0.33820176124572754,20.83577472592933,True
1600,15.02456545829773,0.29290103912353516,51.29570555043646,True
3200,30.562354803085327,0.3054988384246826,100.04082163022737,True
